title,slug,"published date",url,symbol,sentiment,compound,positive,neutral,negative,open,high,low,close,volume,change
"3 companies listed bonus &amp; right shares; Investors now can sell bonus and right shares",3-companies-listed-bonus-right-shares-investors-now-can-sell-bonus-and-right-shares,2016-01-03,https://www.sharesansar.com/newsdetail/3-companies-listed-bonus-right-shares-investors-now-can-sell-bonus-and-right-shares,NEPSE,Positive,0.886,0.533,0.467,0.0,1151.38,1151.38,1151.38,1151.38,0,0
"NEPSE Index went up by 9.46 points to close at 1160.84 points; Insurance sector up by 235.46 points; top 10 gainers list dominated by Non-life Insurance companies",nepse-index-went-up-by-9-46-points-to-close-at-1160-84-points-insurance-sector-up-by-235-46-points-top-10-gainers-list-dominated-by-non-life-insurance-companies,2016-01-03,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-9-46-points-to-close-at-1160-84-points-insurance-sector-up-by-235-46-points-top-10-gainers-list-dominated-by-non-life-insurance-companies,NEPSE,Positive,0.2023,0.065,0.935,0.0,1151.38,1151.38,1151.38,1151.38,0,0
"Stock Market in 2015: NEPSE rises by 27.41%, Bad year for Hotel &amp; Hydropower sector",stock-market-in-2015-nepse-rises-by-27-41-bad-year-for-hotel-hydropower-sector,2016-01-01,https://www.sharesansar.com/newsdetail/stock-market-in-2015-nepse-rises-by-27-41-bad-year-for-hotel-hydropower-sector,NEPSE,Negative,-0.5423,0.0,0.8,0.2,1151.38,1151.38,1151.38,1151.38,0,0
"Weekly wrap up: December 27- 31, NEPSE gains 14.35 points, Insurance sectors rises while Bank &amp; Dev. Bank plunges by double digit",weekly-wrap-up-december-27-31-nepse-gains-14-35-points-insurance-sectors-rises-while-bank-dev-bank-plunges-by-double-digit,2016-01-01,https://www.sharesansar.com/newsdetail/weekly-wrap-up-december-27-31-nepse-gains-14-35-points-insurance-sectors-rises-while-bank-dev-bank-plunges-by-double-digit,NEPSE,Positive,0.34,0.103,0.897,0.0,1151.38,1151.38,1151.38,1151.38,0,0
"NEPSE Index went up by 9.21 points to close at 1151.38 points; Prudential insurance hits circuit break, 26,974 units traded",nepse-index-went-up-by-9-21-points-to-close-at-1151-38-points-prudential-insurance-hits-circuit-break-26974-units-traded,2015-12-31,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-9-21-points-to-close-at-1151-38-points-prudential-insurance-hits-circuit-break-26974-units-traded,NEPSE,Neutral,0.0,0.0,1.0,0.0,1151.38,1151.38,1151.38,1151.38,0,0
"NEPSE Index went up by 10.22 points to close at 1142.17 points; Microfinances on the rise again, 6 microfinance in the top gainer list",nepse-index-went-up-by-10-22-points-to-close-at-1142-17-points-microfinances-on-the-rise-again-6-microfinance-in-the-top-gainer-list,2015-12-29,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-10-22-points-to-close-at-1142-17-points-microfinances-on-the-rise-again-6-microfinance-in-the-top-gainer-list,NEPSE,Positive,0.2023,0.076,0.924,0.0,1142.17,1142.17,1142.17,1142.17,0,0
"NEPSE Index went down by 3.52 points to close at 1131.95 levels; MMFDB among the top gainers",nepse-index-went-down-by-3-52-points-to-close-at-1131-95-levels-mmfdb-among-the-top-gainers,2015-12-28,https://www.sharesansar.com/newsdetail/nepse-index-went-down-by-3-52-points-to-close-at-1131-95-levels-mmfdb-among-the-top-gainers,NEPSE,Positive,0.2023,0.101,0.899,0.0,1131.95,1131.95,1131.95,1131.95,0,0
"NEPSE Index went down by 1.56 points to close at 1135.47levels; Development banks gets boost of 8.13 points",nepse-index-went-down-by-1-56-points-to-close-at-1135-47levels-development-banks-gets-boost-of-8-13-points,2015-12-27,https://www.sharesansar.com/newsdetail/nepse-index-went-down-by-1-56-points-to-close-at-1135-47levels-development-banks-gets-boost-of-8-13-points,NEPSE,Positive,0.4019,0.137,0.863,0.0,1135.47,1135.47,1135.47,1135.47,0,0
"Market Depth available to investors on webpage of NEPSE from today",market-depth-available-to-investors-on-webpage-of-nepse-from-today,2015-12-27,https://www.sharesansar.com/newsdetail/market-depth-available-to-investors-on-webpage-of-nepse-from-today,NEPSE,Neutral,0.0,0.0,1.0,0.0,1135.47,1135.47,1135.47,1135.47,0,0
"NEPSE Index up by 3.69 points to close at 1137.03 level; Turnover above Rs. 46.19 crore, 53,806 units of BOK worth Rs 3.13 crore traded",nepse-index-up-by-3-69-points-to-close-at-1137-03-level-turnover-above-rs-46-19-crore-53806-units-of-bok-worth-rs-3-13-crore-traded,2015-12-24,https://www.sharesansar.com/newsdetail/nepse-index-up-by-3-69-points-to-close-at-1137-03-level-turnover-above-rs-46-19-crore-53806-units-of-bok-worth-rs-3-13-crore-traded,NEPSE,Positive,0.2263,0.073,0.927,0.0,1137.03,1137.03,1137.03,1137.03,0,0
"NEPSE Index went down by 4.84 points to close at 1132.82 points; 55,333 units of shares of Lumbini Bank traded",nepse-index-went-down-by-4-84-points-to-close-at-1132-82-points-55333-units-of-shares-of-lumbini-bank-traded,2015-12-23,https://www.sharesansar.com/newsdetail/nepse-index-went-down-by-4-84-points-to-close-at-1132-82-points-55333-units-of-shares-of-lumbini-bank-traded,NEPSE,Positive,0.296,0.104,0.896,0.0,1133.34,1133.34,1133.34,1133.34,0,0
"GM of NEPSE: Market Depth available on Nepse webpage from Sunday",gm-of-nepse-market-depth-available-on-nepse-webpage-from-sunday,2015-12-23,https://www.sharesansar.com/newsdetail/gm-of-nepse-market-depth-available-on-nepse-webpage-from-sunday,NEPSE,Neutral,0.0,0.0,1.0,0.0,1133.34,1133.34,1133.34,1133.34,0,0
"NEPSE Index went up by 6.66 points to close at 1138.18 points; Political stability combined with dividends &amp; right issue pulls market",nepse-index-went-up-by-6-66-points-to-close-at-1138-18-points-political-stability-combined-with-dividends-right-issue-pulls-market,2015-12-22,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-6-66-points-to-close-at-1138-18-points-political-stability-combined-with-dividends-right-issue-pulls-market,NEPSE,Neutral,0.0,0.0,1.0,0.0,1138.18,1138.18,1138.18,1138.18,0,0
"Nepse to organize 2nd NEPSE CORPORATE BULL RACE on the occasion of its 23rd anniversary",nepse-to-organize-2nd-nepse-corporate-bull-race-on-the-occasion-of-its-23rd-anniversary,2015-12-22,https://www.sharesansar.com/newsdetail/nepse-to-organize-2nd-nepse-corporate-bull-race-on-the-occasion-of-its-23rd-anniversary,NEPSE,Neutral,0.0,0.0,1.0,0.0,1138.18,1138.18,1138.18,1138.18,0,0
"NEPSE Index went up by 12.57 points to close at 1,131.52 points; Turnover above Rs 50.43 crore; ADBL, LBL, NIC ASIA hits circuit",nepse-index-went-up-by-12-57-points-to-close-at-1131-52-points-turnover-above-rs-50-43-crore-adbl-lbl-nic-asia-hits-circuit,2015-12-21,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-12-57-points-to-close-at-1131-52-points-turnover-above-rs-50-43-crore-adbl-lbl-nic-asia-hits-circuit,NEPSE,Neutral,0.0,0.0,1.0,0.0,1131.52,1131.52,1131.52,1131.52,0,0
"NEPSE Index went up by 8.27 points to close at 1118.95 levels; Hydropower sector gets boost of 43 points while insurance dips by 42.77 poins",nepse-index-went-up-by-8-27-points-to-close-at-1118-95-levels-hydropower-sector-gets-boost-of-43-points-while-insurance-dips-by-42-77-poins,2015-12-20,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-8-27-points-to-close-at-1118-95-levels-hydropower-sector-gets-boost-of-43-points-while-insurance-dips-by-42-77-poins,NEPSE,Positive,0.4019,0.101,0.899,0.0,1118.81,1118.81,1118.81,1118.81,0,0
"Weekly Wrap-up of NEPSE December 12 to 17; Index down by 8.67 points",weekly-wrap-up-of-nepse-review-period-december-12-to-17,2015-12-18,https://www.sharesansar.com/newsdetail/weekly-wrap-up-of-nepse-review-period-december-12-to-17,NEPSE,Neutral,0.0,0.0,1.0,0.0,1110.68,1110.68,1110.68,1110.68,0,0
"NEPSE Index went down by 5.51 points to close at 1110.68 levels; Turnover above Rs 42.04 crore",nepse-index-went-down-by-5-51-points-to-close-at-1110-68-levels-turnover-of-rs-42-04-crore,2015-12-17,https://www.sharesansar.com/newsdetail/nepse-index-went-down-by-5-51-points-to-close-at-1110-68-levels-turnover-of-rs-42-04-crore,NEPSE,Neutral,0.0,0.0,1.0,0.0,1110.68,1110.68,1110.68,1110.68,0,0
"NEPSE Index went down by 4.83 points to close at 1116.19 levels; Insurance &amp; Hotel sector pulls the market down; shares of NGBBL nosedived by 9.84% where 36,004 units were traded",nepse-index-went-down-by-4-83-points-to-close-at-1116-19-levels-insurance-hotel-sector-pulls-the-market-down-shares-of-ngbbl-nosedived-by-9-84-where-36004-units-were-traded,2015-12-16,https://www.sharesansar.com/newsdetail/nepse-index-went-down-by-4-83-points-to-close-at-1116-19-levels-insurance-hotel-sector-pulls-the-market-down-shares-of-ngbbl-nosedived-by-9-84-where-36004-units-were-traded,NEPSE,Positive,0.296,0.068,0.932,0.0,1116.19,1116.19,1116.19,1116.19,0,0
"NEPSE Index went up by 0.84 points to close at 1,121.02 level; Insurance soars on the news to increase paid up capital; NGBBL’s 82,004 shares traded today",nepse-index-went-up-by-0-84-points-to-close-at-1121-02-level-insurance-soars-on-the-news-to-increase-paid-up-capital-ngbbls-82004-shares-traded-today,2015-12-15,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-0-84-points-to-close-at-1121-02-level-insurance-soars-on-the-news-to-increase-paid-up-capital-ngbbls-82004-shares-traded-today,NEPSE,Positive,0.5423,0.153,0.847,0.0,1121.02,1121.02,1121.02,1121.02,0,0
"NEPSE Index went up by 1.61 points to close at 1120.18level; Business as usual in the secondary market",nepse-index-went-up-by-1-61-points-to-close-at-1120-18level-business-as-usual-in-the-secondary-market,2015-12-14,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-1-61-points-to-close-at-1120-18level-business-as-usual-in-the-secondary-market,NEPSE,Neutral,0.0,0.0,1.0,0.0,1120.18,1120.18,1120.18,1120.18,0,0
"NEPSE Index went down by 0.78 points to close at 1118.57 levels; Market in wait &amp; see mode",nepse-index-went-down-by-0-78-points-to-close-at-1118-57-levels-market-in-wait-see-mode,2015-12-13,https://www.sharesansar.com/newsdetail/nepse-index-went-down-by-0-78-points-to-close-at-1118-57-levels-market-in-wait-see-mode,NEPSE,Neutral,0.0,0.0,1.0,0.0,1118.57,1118.57,1118.57,1118.57,0,0
"Investors to get access to Market Depth but what is Market Depth?",investors-to-get-access-to-market-depth-but-what-is-market-depth,2015-12-11,https://www.sharesansar.com/newsdetail/investors-to-get-access-to-market-depth-but-what-is-market-depth,NEPSE,Neutral,0.0,0.0,1.0,0.0,1119.35,1119.35,1119.35,1119.35,0,0
"NEPSE Index down by meager 3.44 points to close at 1,119.35; market in correction mode, Microfinance continue to dominate top gainer list",nepse-index-down-by-meager-3-44-points-to-close-at-1119-35-market-in-correction-mode-microfinance-continue-to-dominate-top-gainer-list,2015-12-10,https://www.sharesansar.com/newsdetail/nepse-index-down-by-meager-3-44-points-to-close-at-1119-35-market-in-correction-mode-microfinance-continue-to-dominate-top-gainer-list,NEPSE,Positive,0.0772,0.077,0.858,0.064,1119.35,1119.35,1119.35,1119.35,0,0
"NEPSE Index went up by 15.56 points to close at 1122.79; Top gainers dominated by microfinance",nepse-index-went-up-by-15-56-points-to-close-at-1122-79-top-gainers-dominated-by-microfinance,2015-12-09,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-15-56-points-to-close-at-1122-79-top-gainers-dominated-by-microfinance,NEPSE,Positive,0.2023,0.107,0.893,0.0,1122.79,1122.79,1122.79,1122.79,0,0
"NEPSE Index down by meager 0.71 points to close at 1107.23; Market recovers after Standard Chartered pushed into downward trend",nepse-index-down-by-meager-0-71-points-to-close-at-1107-23-market-recovers-after-standard-charter-pushed-into-downward-trend,2015-12-08,https://www.sharesansar.com/newsdetail/nepse-index-down-by-meager-0-71-points-to-close-at-1107-23-market-recovers-after-standard-charter-pushed-into-downward-trend,NEPSE,Neutral,0.0,0.0,1.0,0.0,1107.23,1107.23,1107.23,1107.23,0,0
"NEPSE Index went up by 5.10 points to close at 1107.94; Announcements from the SEBON pushes market in the positive direction",nepse-index-went-up-by-5-10-points-to-close-at-1107-94-announcements-from-the-sebon-pushes-market-in-the-positive-direction,2015-12-07,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-5-10-points-to-close-at-1107-94-announcements-from-the-sebon-pushes-market-in-the-positive-direction,NEPSE,Positive,0.5574,0.153,0.847,0.0,1107.94,1107.94,1107.94,1107.94,0,0
"SEBON aims for drastic changes to modernize secondary market; Market depth within a month, only dematerialized shares to be traded from Magh 01",sebon-aims-for-drastic-changes-to-modernize-secondary-market-market-depth-within-a-month-only-dematerialized-shares-to-be-traded-from-magh-01,2015-12-06,https://www.sharesansar.com/newsdetail/sebon-aims-for-drastic-changes-to-modernize-secondary-market-market-depth-within-a-month-only-dematerialized-shares-to-be-traded-from-magh-01,NEPSE,Positive,0.296,0.095,0.905,0.0,1102.84,1102.84,1102.84,1102.84,0,0
"NEPSE Index went up by 29.90 points to close at 1102.84 level; Market optimistic as SEBON brings various programs to modernize the capital market",nepse-index-went-up-by-29-90-points-to-close-at-1102-84-level-market-optimistic-as-sebon-brings-various-programs-to-modernize-the-capital-market,2015-12-06,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-29-90-points-to-close-at-1102-84-level-market-optimistic-as-sebon-brings-various-programs-to-modernize-the-capital-market,NEPSE,Positive,0.3182,0.091,0.909,0.0,1102.84,1102.84,1102.84,1102.84,0,0
"NEPSE up by 10.16 points to close at 1072.94; total turnover of Rs 36.32 crore",nepse-up-by-10-16-points-to-close-at-1072-94-total-turnover-of-rs-36-32-crore,2015-12-03,https://www.sharesansar.com/newsdetail/nepse-up-by-10-16-points-to-close-at-1072-94-total-turnover-of-rs-36-32-crore,NEPSE,Neutral,0.0,0.0,1.0,0.0,1072.94,1072.94,1072.94,1072.94,0,0
"Market optimistic amid news of agreement between Government of Nepal and India",market-optimistic-amid-news-of-agreement-between-government-of-nepal-and-india,2015-12-03,https://www.sharesansar.com/newsdetail/market-optimistic-amid-news-of-agreement-between-government-of-nepal-and-india,NEPSE,Positive,0.6705,0.355,0.645,0.0,1072.94,1072.94,1072.94,1072.94,0,0
"NEPSE Index down by 3.60 points to close at 1062.78 level; Market in wait &amp; see phase regarding the talks between government and Madhesi parties",53129-2,2015-12-02,https://www.sharesansar.com/newsdetail/53129-2,NEPSE,Positive,0.4019,0.101,0.899,0.0,1062.78,1062.78,1062.78,1062.78,0,0
"NEPSE up by 32.26 points to close at 1066.38; Market reacts positively to talks between government and Madhesi parties",nepse-up-by-32-26-points-to-close-at-1066-38-market-reacts-positively-to-talks-between-government-and-madhesi-parties,2015-12-01,https://www.sharesansar.com/newsdetail/nepse-up-by-32-26-points-to-close-at-1066-38-market-reacts-positively-to-talks-between-government-and-madhesi-parties,NEPSE,Positive,0.7269,0.264,0.736,0.0,1066.38,1066.38,1066.38,1066.38,0,0
"NEPSE Index went up by 11.35 points to close at 1034.12 level; Market reacts positively to the talk between government and Madhesi parties",nepse-index-went-up-by-11-35-points-to-close-at-1034-12-level-market-reacts-positively-to-the-talk-between-government-and-madhesi-parties,2015-11-30,https://www.sharesansar.com/newsdetail/nepse-index-went-up-by-11-35-points-to-close-at-1034-12-level-market-reacts-positively-to-the-talk-between-government-and-madhesi-parties,NEPSE,Positive,0.7269,0.225,0.775,0.0,1034.12,1034.12,1034.12,1034.12,0,0
"NEPSE Index plunges by 21.24 points to close at 1022.77 level; Investors losing faith on market as the solution to the blockade is nowhere on sight",nepse-index-plunges-by-21-24-points-to-close-at-1022-77-level-investors-losing-faith-on-market-as-the-solution-to-the-blockade-is-nowhere-on-sight,2015-11-29,https://www.sharesansar.com/newsdetail/nepse-index-plunges-by-21-24-points-to-close-at-1022-77-level-investors-losing-faith-on-market-as-the-solution-to-the-blockade-is-nowhere-on-sight,NEPSE,Positive,0.3612,0.166,0.749,0.085,1022.77,1022.77,1022.77,1022.77,0,0
"Nepal Investment Bank to float 90.69 lakh unit of FPO at a premium of Rs 601; CIT appointed as the issue manager",nepal-investment-bank-to-float-90-69-lakh-unit-of-fpo-at-a-premium-of-rs-601-cit-appointed-as-the-issue-manager,2015-11-26,https://www.sharesansar.com/newsdetail/nepal-investment-bank-to-float-90-69-lakh-unit-of-fpo-at-a-premium-of-rs-601-cit-appointed-as-the-issue-manager,NEPSE,Neutral,0.0,0.0,1.0,0.0,1044.01,1044.01,1044.01,1044.01,0,0
"NEPSE Index plunges by 12.41 points to close at 1044.01 level; Market recovers by 8.5 points after a free fall by 20 points",nepse-index-plunges-by-12-41-points-to-close-at-1044-01-level-market-recovers-by-8-5-points-after-a-free-fall-by-20-points,2015-11-26,https://www.sharesansar.com/newsdetail/nepse-index-plunges-by-12-41-points-to-close-at-1044-01-level-market-recovers-by-8-5-points-after-a-free-fall-by-20-points,NEPSE,Positive,0.5106,0.136,0.864,0.0,1044.01,1044.01,1044.01,1044.01,0,0
"NEPSE Index plunges by 10.27 points to close at 1056.92 level; Failure of white paper to address blockade adequately causes market to go down",nepse-index-plunges-by-10-27-points-to-close-at-1056-92-level-failure-of-white-paper-to-address-blockade-adequately-causes-market-to-go-down,2015-11-25,https://www.sharesansar.com/newsdetail/nepse-index-plunges-by-10-27-points-to-close-at-1056-92-level-failure-of-white-paper-to-address-blockade-adequately-causes-market-to-go-down,NEPSE,Negative,-0.5106,0.0,0.875,0.125,1056.42,1056.42,1056.42,1056.42,0,0
"NEPSE Index down by 9.11points to close at 1066.69 level; Nepse in sidewise movement due to current political uncertainty",nepse-index-down-by-9-11points-to-close-at-1066-69-level-nepse-in-sidewise-movement-due-to-current-political-uncertainty,2015-11-24,https://www.sharesansar.com/newsdetail/nepse-index-down-by-9-11points-to-close-at-1066-69-level-nepse-in-sidewise-movement-due-to-current-political-uncertainty,NEPSE,Negative,-0.34,0.0,0.882,0.118,1066.69,1066.69,1066.69,1066.69,0,0
"NEPSE Index up by 4.42 points to close at 1075.80 level; market positive as major parties agreed to proceed constitution amendment bill",nepse-index-up-by-4-42-points-to-close-at-1075-80-level-market-positive-as-major-parties-agreed-to-proceed-constitution-amendment-bill,2015-11-23,https://www.sharesansar.com/newsdetail/nepse-index-up-by-4-42-points-to-close-at-1075-80-level-market-positive-as-major-parties-agreed-to-proceed-constitution-amendment-bill,NEPSE,Positive,0.8126,0.307,0.693,0.0,1075.8,1075.8,1075.8,1075.8,0,0
"NEPSE Index down by 23.19 points to close at 1071.38 level; NRB projection of Economic growth rate to be negative causes market to plunge",nepse-index-down-by-23-19-points-to-close-at-1071-38-level-nrb-projection-of-economic-growth-rate-to-be-negative-causes-market-to-plunge,2015-11-22,https://www.sharesansar.com/newsdetail/nepse-index-down-by-23-19-points-to-close-at-1071-38-level-nrb-projection-of-economic-growth-rate-to-be-negative-causes-market-to-plunge,NEPSE,Negative,-0.2732,0.092,0.777,0.131,1071.38,1071.38,1071.38,1071.38,0,0
"Nepse Index down by 4.68 points to close at 1094.57 levels; effect of continued political instability",nepse-index-down-by-points-to-close-at-levels-effect-of-continued-political-instability,2015-11-19,https://www.sharesansar.com/newsdetail/nepse-index-down-by-points-to-close-at-levels-effect-of-continued-political-instability,NEPSE,Neutral,0.0,0.0,1.0,0.0,1094.57,1094.57,1094.57,1094.57,0,0
"NEPSE Index up by 5.07 points to close at 1099.25 level; Negotiations between Madhesi parties &amp; Government pushes market up",nepse-index-up-by-5-07-points-to-close-at-1099-25-level-negotiations-between-madhesi-parties-government-pushes-market-up,2015-11-18,https://www.sharesansar.com/newsdetail/nepse-index-up-by-5-07-points-to-close-at-1099-25-level-negotiations-between-madhesi-parties-government-pushes-market-up,NEPSE,Positive,0.4019,0.124,0.876,0.0,1099.25,1099.25,1099.25,1099.25,0,0
"Nepse Index down by 5.91 points to close at 1094.18 levels; market in downward trend from yesterday due to the continued political instability",nepse-index-down-by-5-91-points-to-close-at-1094-18-levels-market-in-downward-trend-from-yesterday-due-to-the-continued-political-instability,2015-11-16,https://www.sharesansar.com/newsdetail/nepse-index-down-by-5-91-points-to-close-at-1094-18-levels-market-in-downward-trend-from-yesterday-due-to-the-continued-political-instability,NEPSE,Neutral,0.0,0.0,1.0,0.0,1094.18,1094.18,1094.18,1094.18,0,0
"NEPSE Index plunged by 9.20 points to close at 1100.09 level ; NLICP highest traded shares",nepse-index-plunged-by-9-20-points-to-close-at-1100-09-level-nlicp-highest-traded-shares,2015-11-15,https://www.sharesansar.com/newsdetail/nepse-index-plunged-by-9-20-points-to-close-at-1100-09-level-nlicp-highest-traded-shares,NEPSE,Positive,0.296,0.136,0.864,0.0,1100.09,1100.09,1100.09,1100.09,0,0
"Nepse will be trading above 1,100 level",nepse-will-be-trading-above-1100-level,2015-11-15,https://www.sharesansar.com/newsdetail/nepse-will-be-trading-above-1100-level,NEPSE,Neutral,0.0,0.0,1.0,0.0,1100.09,1100.09,1100.09,1100.09,0,0
"How will the market perform after Tihar?",how-will-the-market-perform-after-tihar,2015-11-15,https://www.sharesansar.com/newsdetail/how-will-the-market-perform-after-tihar,NEPSE,Neutral,0.0,0.0,1.0,0.0,1100.09,1100.09,1100.09,1100.09,0,0
"Nepse Index up by 1.86 points to close at 1109.29 levels",nepse-index-up-by-1-86-points-to-close-at-1109-29-levels,2015-11-10,https://www.sharesansar.com/newsdetail/nepse-index-up-by-1-86-points-to-close-at-1109-29-levels,NEPSE,Neutral,0.0,0.0,1.0,0.0,1109.29,1109.29,1109.29,1109.29,0,0
"Api Power Limited signs an agreement with NEPSE to lists 1 crore unit shares; Trading to start after Chhat",api-power-limited-signs-an-agreement-with-nepse-to-lists-1-crore-unit-shares-trading-to-start-after-chhat,2015-11-09,https://www.sharesansar.com/newsdetail/api-power-limited-signs-an-agreement-with-nepse-to-lists-1-crore-unit-shares-trading-to-start-after-chhat,NEPSE,Positive,0.5423,0.242,0.673,0.085,1107.43,1107.43,1107.43,1107.43,0,0
"Nepse Index up by 20.86 points to close at 1107.43 levels; market optimistic as borders are set to open soon",nepse-index-up-by-20-86-points-to-close-at-1107-43-levels-market-optimistic-as-borders-are-set-to-open-soon,2015-11-09,https://www.sharesansar.com/newsdetail/nepse-index-up-by-20-86-points-to-close-at-1107-43-levels-market-optimistic-as-borders-are-set-to-open-soon,NEPSE,Positive,0.3182,0.108,0.892,0.0,1107.43,1107.43,1107.43,1107.43,0,0
"NEPSE on the course to rise; Will solutions to blockade, constitution amendment, Bihar election, help?",nepse-on-the-course-to-rise-will-solutions-to-blockade-constitution-amendment-bihar-election-help,2015-11-09,https://www.sharesansar.com/newsdetail/nepse-on-the-course-to-rise-will-solutions-to-blockade-constitution-amendment-bihar-election-help,NEPSE,Positive,0.5267,0.253,0.747,0.0,1107.43,1107.43,1107.43,1107.43,0,0
"Nepse Index down by 4.11 points to close at 1086.57 level",nepse-index-down-by-4-11-points-to-close-at-1086-57-level,2015-11-08,https://www.sharesansar.com/newsdetail/nepse-index-down-by-4-11-points-to-close-at-1086-57-level,NEPSE,Neutral,0.0,0.0,1.0,0.0,1086.57,1086.57,1086.57,1086.57,0,0
"Economic Blockade and its impact on NEPSE",economic-blockade-and-its-impact-on-nepse,2015-11-08,https://www.sharesansar.com/newsdetail/economic-blockade-and-its-impact-on-nepse,NEPSE,Neutral,0.0,0.0,1.0,0.0,1086.57,1086.57,1086.57,1086.57,0,0
"Nepse dismisses the rumors of reduction in trading hour for now",nepse-dismisses-the-rumors-of-reduction-in-trading-hour-for-now,2015-11-06,https://www.sharesansar.com/newsdetail/nepse-dismisses-the-rumors-of-reduction-in-trading-hour-for-now,NEPSE,Neutral,0.0,0.0,1.0,0.0,1090.68,1090.68,1090.68,1090.68,0,0
"NEPSE Index down by 1.62 points to close at 1090.68 level; NEPSE continues in sidewise movement",nepse-index-down-by-1-62-points-to-close-at-1090-68-level-nepse-continues-in-sidewise-movement,2015-11-05,https://www.sharesansar.com/newsdetail/nepse-index-down-by-1-62-points-to-close-at-1090-68-level-nepse-continues-in-sidewise-movement,NEPSE,Neutral,0.0,0.0,1.0,0.0,1090.68,1090.68,1090.68,1090.68,0,0
"NEPSE index up by 6.43 points to close at 1092.30 level; NEPSE in sidewise movement due to current political instability",nepse-index-up-by-6-43-points-to-close-at-1092-30-level-nepse-in-sidewise-movement-due-to-current-potilical-instability,2015-11-04,https://www.sharesansar.com/newsdetail/nepse-index-up-by-6-43-points-to-close-at-1092-30-level-nepse-in-sidewise-movement-due-to-current-potilical-instability,NEPSE,Neutral,0.0,0.0,1.0,0.0,1092.3,1092.3,1092.3,1092.3,0,0
"NEPSE Index down by 5.96 points to close at 1085.87 level; political instability has led the market in downward trend",nepse-index-down-by-5-96-points-to-close-at-1085-87-level-political-instability-has-led-the-market-in-downward-trend,2015-11-03,https://www.sharesansar.com/newsdetail/nepse-index-down-by-5-96-points-to-close-at-1085-87-level-political-instability-has-led-the-market-in-downward-trend,NEPSE,Neutral,0.0,0.0,1.0,0.0,1085.87,1085.87,1085.87,1085.87,0,0
"NEPSE Index up by 3.53 points to close at 1091.83 level; Market shows positive sign as border opened temporarily",nepse-index-up-by-3-53-points-to-close-at-1091-83-level-market-shows-positive-sign-as-border-opened-temporarily,2015-11-02,https://www.sharesansar.com/newsdetail/nepse-index-up-by-3-53-points-to-close-at-1091-83-level-market-shows-positive-sign-as-border-opened-temporarily,NEPSE,Positive,0.5574,0.167,0.833,0.0,1091.83,1091.83,1091.83,1091.83,0,0
"NEPSE Index again slides down by 3.74 points to close at 1088.30 level",nepse-index-again-slides-down-by-3-74-points-to-close-at-1088-30-level,2015-11-01,https://www.sharesansar.com/newsdetail/nepse-index-again-slides-down-by-3-74-points-to-close-at-1088-30-level,NEPSE,Neutral,0.0,0.0,1.0,0.0,1088.3,1088.3,1088.3,1088.3,0,0
"How will the market perform this week?",how-will-the-market-perform-this-week,2015-11-01,https://www.sharesansar.com/newsdetail/how-will-the-market-perform-this-week,NEPSE,Neutral,0.0,0.0,1.0,0.0,1088.3,1088.3,1088.3,1088.3,0,0
"NEPSE index up by 7.67 points to close at 1092.04 level; President Election &amp; deal on petroleum products from China pulls market",nepse-index-up-by-7-67-points-to-close-at-1092-04-level-president-election-deal-on-petroleum-products-from-china-pulls-market,2015-10-29,https://www.sharesansar.com/newsdetail/nepse-index-up-by-7-67-points-to-close-at-1092-04-level-president-election-deal-on-petroleum-products-from-china-pulls-market,NEPSE,Neutral,0.0,0.0,1.0,0.0,1092.04,1092.04,1092.04,1092.04,0,0
"NEPSE Index down by 7.36 points to close at 1,084.37 level; Investors showed sign of confidence after free-fall of market",nepse-index-down-by-7-36-points-to-close-at-1084-37-level-investors-showed-sign-of-confidence-after-free-fall-of-market,2015-10-28,https://www.sharesansar.com/newsdetail/nepse-index-down-by-7-36-points-to-close-at-1084-37-level-investors-showed-sign-of-confidence-after-free-fall-of-market,NEPSE,Positive,0.5106,0.148,0.852,0.0,1084.37,1084.37,1084.37,1084.37,0,0
"NEPSE Index nosedived by 29.32 points to close at 1,091.73 level; Festivities &amp; prolongation of blockade crisis pulls market down",nepse-index-nosedived-by-29-32-points-to-close-at-1091-73-level-festivities-prolongation-of-blockade-crisis-pulls-market-down,2015-10-27,https://www.sharesansar.com/newsdetail/nepse-index-nosedived-by-29-32-points-to-close-at-1091-73-level-festivities-prolongation-of-blockade-crisis-pulls-market-down,NEPSE,Negative,-0.25,0.123,0.714,0.163,1091.73,1091.73,1091.73,1091.73,0,0
"Kartik 08:First day of trading after Dashain vacation",today-is-the-first-day-of-trading-after-dashain-vacation,2015-10-19,https://www.sharesansar.com/newsdetail/today-is-the-first-day-of-trading-after-dashain-vacation,NEPSE,Neutral,0.0,0.0,1.0,0.0,1127.42,1127.42,1127.42,1127.42,0,0
